name,price,location,posted_date,image_name,img_link,description,price_type
سجاده طرقا استعمال نضيف,"EGP 1,000","Obour City, Cairo",23 hours ago,سجاده طرقا استعمال نضيف.jpg,https://images.dubizzle.com.eg/thumbnails/134498102-400x300.jpeg,"سجاده طرقا استعمال نضيف. السعر: جنيه مصري 1000. الموقع: Obour City, Cairo.  تم النشر منذ 23 ساعةs مضت.",Fixed
سجاده طرقا استعمال نضيف,"EGP 1,000","Obour City, Cairo",23 hours ago,سجاده طرقا استعمال نضيف.jpg,https://images.dubizzle.com.eg/thumbnails/134498102-400x300.jpeg,"سجاده طرقا استعمال نضيف. السعر: جنيه مصري 1000. الموقع: Obour City, Cairo.  تم النشر منذ 23 ساعةs مضت.",Fixed
3انابيب كبيره,"EGP 9,000","Zagazig, Sharqia",23 hours ago,3انابيب كبيره.jpg,https://images.dubizzle.com.eg/thumbnails/137240341-400x300.jpeg,"3انابيب كبيره. السعر: جنيه مصري 9000. الموقع: Zagazig, Sharqia.  تم النشر منذ 23 ساعةs مضت.",Fixed
بيع اغراض مستعمله,"EGP 1,500","Boulaq Dakrour, Giza",23 hours ago,بيع اغراض مستعمله.jpg,https://images.dubizzle.com.eg/thumbnails/137240304-400x300.jpeg,"بيع اغراض مستعمله. السعر: جنيه مصري 1500. الموقع: Boulaq Dakrour, Giza. مستعمل تم النشر منذ 23 ساعةs مضت.",Negotiable
انتريه,"EGP 5,000","Mandara, Alexandria",23 hours ago,انتريه.jpg,https://images.dubizzle.com.eg/thumbnails/137240302-400x300.jpeg,"انتريه. السعر: جنيه مصري 5000. الموقع: Mandara, Alexandria.  تم النشر منذ 23 ساعةs مضت.",Negotiable
ستائر مودرن,"EGP 2,500","Seyouf, Alexandria",23 hours ago,ستائر مودرن.jpg,https://images.dubizzle.com.eg/thumbnails/127767493-400x300.jpeg,"ستائر مودرن. السعر: جنيه مصري 2500. الموقع: Seyouf, Alexandria.  تم النشر منذ 23 ساعةs مضت.",Fixed
مراتب 120سم,"EGP 1,500","Faisal, Giza",23 hours ago,مراتب 120سم.jpg,https://images.dubizzle.com.eg/thumbnails/137240269-400x300.jpeg,"مراتب 120سم. السعر: جنيه مصري 1500. الموقع: Faisal, Giza.  تم النشر منذ 23 ساعةs مضت.",Fixed
شازلونج,"EGP 1,500","Ashmon, Monufia",23 hours ago,شازلونج.jpg,https://images.dubizzle.com.eg/thumbnails/137240216-400x300.jpeg,"شازلونج. السعر: جنيه مصري 1500. الموقع: Ashmon, Monufia.  تم النشر منذ 23 ساعةs مضت.",Negotiable
. . . . . .,"EGP 1,500","Gesr Al Suez, Cairo",23 hours ago,. . . . . ..jpg,https://images.dubizzle.com.eg/thumbnails/134555983-400x300.jpeg,". . . . . .. السعر: جنيه مصري 1500. الموقع: Gesr Al Suez, Cairo.  تم النشر منذ 23 ساعةs مضت.",Fixed
انتريه مكتبي  جلد مجدد بالكامل,"EGP 8,500","Victoria, Alexandria",23 hours ago,انتريه مكتبي  جلد مجدد بالكامل.jpg,https://images.dubizzle.com.eg/thumbnails/92367772-400x300.jpeg,"انتريه مكتبي  جلد مجدد بالكامل. السعر: جنيه مصري 8500. الموقع: Victoria, Alexandria.  تم النشر منذ 23 ساعةs مضت.",Fixed
تسريحة بمرايا و فورفورجيه و كرسي,"EGP 4,500","Masr al-Kadema, Cairo",23 hours ago,تسريحة بمرايا و فورفورجيه و كرسي.jpg,https://images.dubizzle.com.eg/thumbnails/137240046-400x300.jpeg,"تسريحة بمرايا و فورفورجيه و كرسي. السعر: جنيه مصري 4500. الموقع: Masr al-Kadema, Cairo.  تم النشر منذ 23 ساعةs مضت.",Negotiable
عربيت زلبيا,"EGP 2,500","Imbaba, Giza",23 hours ago,عربيت زلبيا.jpg,https://images.dubizzle.com.eg/thumbnails/137240042-400x300.jpeg,"عربيت زلبيا. السعر: جنيه مصري 2500. الموقع: Imbaba, Giza.  تم النشر منذ 23 ساعةs مضت.",Fixed
بوفية ونيش4ضلفة بحالة ممتازة,"EGP 9,500","10th of Ramadan, Sharqia",23 hours ago,بوفية ونيش4ضلفة بحالة ممتازة.jpg,https://images.dubizzle.com.eg/thumbnails/62557301-400x300.jpeg,"بوفية ونيش4ضلفة بحالة ممتازة. السعر: جنيه مصري 9500. الموقع: 10th of Ramadan, Sharqia.  تم النشر منذ 23 ساعةs مضت.",Negotiable
بيع دولااب  +سرير,"EGP 5,000","Matareya, Cairo",23 hours ago,بيع دولااب  +سرير.jpg,https://images.dubizzle.com.eg/thumbnails/137240012-400x300.jpeg,"بيع دولااب  +سرير. السعر: جنيه مصري 5000. الموقع: Matareya, Cairo.  تم النشر منذ 23 ساعةs مضت.",Negotiable
كونسول للبيع بحاله ممتازه,"EGP 2,300","Saba Pasha, Alexandria",23 hours ago,كونسول للبيع بحاله ممتازه.jpg,https://images.dubizzle.com.eg/thumbnails/136904356-400x300.jpeg,"كونسول للبيع بحاله ممتازه. السعر: جنيه مصري 2300. الموقع: Saba Pasha, Alexandria.  تم النشر منذ 23 ساعةs مضت.",Negotiable
نيش دهبي,"EGP 2,200","Shubra al-Khaimah, Qalyubia",23 hours ago,نيش دهبي.jpg,https://images.dubizzle.com.eg/thumbnails/135043096-400x300.jpeg,"نيش دهبي. السعر: جنيه مصري 2200. الموقع: Shubra al-Khaimah, Qalyubia.  تم النشر منذ 23 ساعةs مضت.",Fixed
Thermos Stainless Hot and Cold Beverage Thermos 8.2 Liter,"EGP 5,500","Sheikh Zayed, Giza",23 hours ago,Thermos Stainless Hot and Cold Beverage Thermos 8.2 Liter.jpg,https://images.dubizzle.com.eg/thumbnails/135924707-400x300.jpeg,"Thermos Stainless Hot and Cold Beverage Thermos 8.2 Liter. السعر: جنيه مصري 5500. الموقع: Sheikh Zayed, Giza.  تم النشر منذ 23 ساعةs مضت.",Fixed
olive living room in excellent condition,"EGP 22,000","Al Hadaba Al Olya, Mokattam",23 hours ago,olive living room in excellent condition.jpg,https://images.dubizzle.com.eg/thumbnails/137237774-400x300.jpeg,"olive living room in excellent condition. السعر: جنيه مصري 22000. الموقع: Al Hadaba Al Olya, Mokattam.  تم النشر منذ 23 ساعةs مضت.",Fixed
غرفه نوم ماستر,"EGP 35,000","Gianaclis, Alexandria",23 hours ago,غرفه نوم ماستر.jpg,https://images.dubizzle.com.eg/thumbnails/137172468-400x300.jpeg,"غرفه نوم ماستر. السعر: جنيه مصري 35000. الموقع: Gianaclis, Alexandria.  تم النشر منذ 23 ساعةs مضت.",Negotiable
دولاب للبيع حاله جيده جدا,"EGP 9,000","Sakan Masr, Shorouk City",23 hours ago,دولاب للبيع حاله جيده جدا.jpg,https://images.dubizzle.com.eg/thumbnails/136916733-400x300.jpeg,"دولاب للبيع حاله جيده جدا. السعر: جنيه مصري 9000. الموقع: Sakan Masr, Shorouk City.  تم النشر منذ 23 ساعةs مضت.",Negotiable
مكتبه للديكور و للكتب ابيض خشب زان,"EGP 1,000","El Shorouk 2000, Shorouk City",23 hours ago,مكتبه للديكور و للكتب ابيض خشب زان.jpg,https://images.dubizzle.com.eg/thumbnails/136895444-400x300.jpeg,"مكتبه للديكور و للكتب ابيض خشب زان. السعر: جنيه مصري 1000. الموقع: El Shorouk 2000, Shorouk City. مصنوع من الخشب تم النشر منذ 23 ساعةs مضت.",Fixed
صالون خشب زان استعمال خفيف للبيع,"EGP 28,000","1st District, 6th of October",23 hours ago,صالون خشب زان استعمال خفيف للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/136791164-400x300.jpeg,"صالون خشب زان استعمال خفيف للبيع. السعر: جنيه مصري 28000. الموقع: 1st District, 6th of October. مصنوع من الخشب تم النشر منذ 23 ساعةs مضت.",Fixed
طقم انتريه جلد طبيعي,"EGP 25,000","5th Settlement, New Cairo",23 hours ago,طقم انتريه جلد طبيعي.jpg,https://images.dubizzle.com.eg/thumbnails/136676323-400x300.jpeg,"طقم انتريه جلد طبيعي. السعر: جنيه مصري 25000. الموقع: 5th Settlement, New Cairo.  تم النشر منذ 23 ساعةs مضت.",Negotiable
غرفة نوم مستوردة من تيلاند٢م,"EGP 45,000","5th Settlement, New Cairo",23 hours ago,غرفة نوم مستوردة من تيلاند٢م.jpg,https://images.dubizzle.com.eg/thumbnails/136676152-400x300.jpeg,"غرفة نوم مستوردة من تيلاند٢م. السعر: جنيه مصري 45000. الموقع: 5th Settlement, New Cairo.  تم النشر منذ 23 ساعةs مضت.",Fixed
انتريه للبيع,"EGP 3,500","Zawya al-Hamra, Cairo",23 hours ago,انتريه للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137239203-400x300.jpeg,"انتريه للبيع. السعر: جنيه مصري 3500. الموقع: Zawya al-Hamra, Cairo.  تم النشر منذ 23 ساعةs مضت.",Negotiable
كاونتر للبيع,"EGP 5,000","Obour City, Cairo",23 hours ago,كاونتر للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/130893658-400x300.jpeg,"كاونتر للبيع. السعر: جنيه مصري 5000. الموقع: Obour City, Cairo.  تم النشر منذ 23 ساعةs مضت.",Negotiable
صالون صغير,"EGP 8,000","New Cairo, Cairo",23 hours ago,صالون صغير.jpg,https://images.dubizzle.com.eg/thumbnails/136427941-400x300.jpeg,"صالون صغير. السعر: جنيه مصري 8000. الموقع: New Cairo, Cairo.  تم النشر منذ 23 ساعةs مضت.",Negotiable
مطبخ خشب زان بالكامل بوحده بيلت ان,"EGP 25,000","Sidi Gaber, Alexandria",1 day ago,مطبخ خشب زان بالكامل بوحده بيلت ان.jpg,https://images.dubizzle.com.eg/thumbnails/137238747-400x300.jpeg,"مطبخ خشب زان بالكامل بوحده بيلت ان. السعر: جنيه مصري 25000. الموقع: Sidi Gaber, Alexandria. مصنوع من الخشب تم النشر منذ 1 يوم مضت.",Negotiable
باب بلكونة شيش,"EGP 2,000","Almazah, Cairo",1 day ago,باب بلكونة شيش.jpg,https://images.dubizzle.com.eg/thumbnails/64153079-400x300.jpeg,"باب بلكونة شيش. السعر: جنيه مصري 2000. الموقع: Almazah, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
طاولة,"EGP 3,000","Nasr City, Cairo",1 day ago,طاولة.jpg,https://images.dubizzle.com.eg/thumbnails/137238496-400x300.jpeg,"طاولة. السعر: جنيه مصري 3000. الموقع: Nasr City, Cairo.  تم النشر منذ 1 يوم مضت.",Fixed
شبرا الخيمه,"EGP 16,000","Shubra al-Khaimah, Qalyubia",1 day ago,شبرا الخيمه.jpg,https://images.dubizzle.com.eg/thumbnails/137238453-400x300.jpeg,"شبرا الخيمه. السعر: جنيه مصري 16000. الموقع: Shubra al-Khaimah, Qalyubia.  تم النشر منذ 1 يوم مضت.",Fixed
حوض للبيع,EGP 500,"6th of October, Giza",1 day ago,حوض للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137238310-400x300.jpeg,"حوض للبيع. السعر: جنيه مصري 500. الموقع: 6th of October, Giza.  تم النشر منذ 1 يوم مضت.",Fixed
سجادة ٢. ٥*٣. ٥ النساجون الشرقيون,"EGP 4,500","Maadi, Cairo",1 day ago,سجادة ٢. ٥٣. ٥ النساجون الشرقيون.jpg,https://images.dubizzle.com.eg/thumbnails/47022359-400x300.jpeg,"سجادة ٢. ٥*٣. ٥ النساجون الشرقيون. السعر: جنيه مصري 4500. الموقع: Maadi, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
شباك خشب,"EGP 1,500","Minat al-Nasr, Dakahlia",1 day ago,شباك خشب.jpg,https://images.dubizzle.com.eg/thumbnails/137238162-400x300.jpeg,"شباك خشب. السعر: جنيه مصري 1500. الموقع: Minat al-Nasr, Dakahlia. مصنوع من الخشب تم النشر منذ 1 يوم مضت.",Negotiable
قلاية بطاطس ستانلس بالمصفي,EGP 300,"Maadi, Cairo",1 day ago,قلاية بطاطس ستانلس بالمصفي.jpg,https://images.dubizzle.com.eg/thumbnails/4000804-400x300.jpeg,"قلاية بطاطس ستانلس بالمصفي. السعر: جنيه مصري 300. الموقع: Maadi, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
سراير,"EGP 5,000","Mohandessin, Giza",1 day ago,سراير.jpg,https://images.dubizzle.com.eg/thumbnails/135031040-400x300.jpeg,"سراير. السعر: جنيه مصري 5000. الموقع: Mohandessin, Giza.  تم النشر منذ 1 يوم مضت.",Fixed
بيع نيش,"EGP 1,500","Khosous, Qalyubia",1 day ago,بيع نيش.jpg,https://images.dubizzle.com.eg/thumbnails/137237773-400x300.jpeg,"بيع نيش. السعر: جنيه مصري 1500. الموقع: Khosous, Qalyubia.  تم النشر منذ 1 يوم مضت.",Fixed
مطبخ ٤ قطع خشب كونتر عمولة,"EGP 13,000","Madinaty, Cairo",1 day ago,مطبخ ٤ قطع خشب كونتر عمولة.jpg,https://images.dubizzle.com.eg/thumbnails/131793604-400x300.jpeg,"مطبخ ٤ قطع خشب كونتر عمولة. السعر: جنيه مصري 13000. الموقع: Madinaty, Cairo. مصنوع من الخشب تم النشر منذ 1 يوم مضت.",Negotiable
ترابيزه خشب شينواه,"EGP 10,000","Heliopolis, Cairo",1 day ago,ترابيزه خشب شينواه.jpg,https://images.dubizzle.com.eg/thumbnails/137237712-400x300.jpeg,"ترابيزه خشب شينواه. السعر: جنيه مصري 10000. الموقع: Heliopolis, Cairo. مصنوع من الخشب تم النشر منذ 1 يوم مضت.",Negotiable
bedroom in a very good condition,"EGP 24,000","Al Hadaba Al Olya, Mokattam",1 day ago,bedroom in a very good condition.jpg,https://images.dubizzle.com.eg/thumbnails/137237666-400x300.jpeg,"bedroom in a very good condition. السعر: جنيه مصري 24000. الموقع: Al Hadaba Al Olya, Mokattam.  تم النشر منذ 1 يوم مضت.",Fixed
نيش للبيع,"EGP 3,000","Go Heliopolis Compound, Heliopolis",1 day ago,نيش للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137237618-400x300.jpeg,"نيش للبيع. السعر: جنيه مصري 3000. الموقع: Go Heliopolis Compound, Heliopolis.  تم النشر منذ 1 يوم مضت.",Negotiable
للبيع,"EGP 2,200","2nd District, 6th of October",1 day ago,للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137237611-400x300.jpeg,"للبيع. السعر: جنيه مصري 2200. الموقع: 2nd District, 6th of October.  تم النشر منذ 1 يوم مضت.",Negotiable
نجف سرر فيوتك,EGP 200,"Smoha, Alexandria",1 day ago,نجف سرر فيوتك.jpg,https://images.dubizzle.com.eg/thumbnails/107341590-400x300.jpeg,"نجف سرر فيوتك. السعر: جنيه مصري 200. الموقع: Smoha, Alexandria.  تم النشر منذ 1 يوم مضت.",Negotiable
مكتبة كتب + مكتبة تلفزيون,"EGP 12,000","Nasr City, Cairo",1 day ago,مكتبة كتب + مكتبة تلفزيون.jpg,https://images.dubizzle.com.eg/thumbnails/137237291-400x300.jpeg,"مكتبة كتب + مكتبة تلفزيون. السعر: جنيه مصري 12000. الموقع: Nasr City, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
انترية,"EGP 6,500","Hadayek 6th of October, Hadayek October",1 day ago,انترية.jpg,https://images.dubizzle.com.eg/thumbnails/135021813-400x300.jpeg,"انترية. السعر: جنيه مصري 6500. الموقع: Hadayek 6th of October, Hadayek October.  تم النشر منذ 1 يوم مضت.",Fixed
نجف مودرن ١٦ لمبة,EGP 750,"Heliopolis, Cairo",1 day ago,نجف مودرن ١٦ لمبة.jpg,https://images.dubizzle.com.eg/thumbnails/137237437-400x300.jpeg,"نجف مودرن ١٦ لمبة. السعر: جنيه مصري 750. الموقع: Heliopolis, Cairo.  تم النشر منذ 1 يوم مضت.",Fixed
للببع,"EGP 7,500","2nd District, 6th of October",1 day ago,للببع.jpg,https://images.dubizzle.com.eg/thumbnails/137237433-400x300.jpeg,"للببع. السعر: جنيه مصري 7500. الموقع: 2nd District, 6th of October.  تم النشر منذ 1 يوم مضت.",Fixed
حامل نوت و اوراق موسيقي,EGP 300,"Hadayek al-Ahram, Giza",1 day ago,حامل نوت و اوراق موسيقي.jpg,https://images.dubizzle.com.eg/thumbnails/137237273-400x300.jpeg,"حامل نوت و اوراق موسيقي. السعر: جنيه مصري 300. الموقع: Hadayek al-Ahram, Giza.  تم النشر منذ 1 يوم مضت.",Negotiable
